Employee_ID,Age,Marital_Status,Distance_From_Home,Department,Job_Role,Business_Travel,Education_Field,Monthly_Income,Years_At_Company,Years_Since_Promotion,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Attrition
EMP_2763,51.0,S,5.0,Operations,Marketing Executive,Travel_Frequently,Medical,23631.0,9,0,2.0,4,4,
EMP_3919,57.0,Single,26.0,Marketing,Customer Service Rep,Non-Travel,Other,13577.0,10,7,4.0,4,4,
EMP_4552,46.0,,8.0,Research & Development,HR Manager,Non-Travel,Medical,18471.0,14,6,4.0,3,3,N
EMP_6019,24.0,,26.0,Operations,Support Specialist,Travel_Frequently,Technical Degree,11778.0,5,2,1.0,3,4,NO
EMP_1749,35.0,Married,5.0,Legal,Sales Representative,Travel_Rarely,Other,24218.0,18,0,1.0,1,4,YES
EMP_3201,24.0,S,11.0,Operations,HR Manager,Travel_Rarely,Life Sci,13286.0,7,0,4.0,4,2,Yes
EMP_3477,26.0, Married ,8.0,IT,Customer Service Rep,Travel_Frequently,Life Sciences,11066.0,6,2,1.0,1,2,no
EMP_7411,30.0,S,11.0,Finance,Marketing Manager,Travel_Rarely,Life Sciences,17711.0,10,2,2.0,3,3,yes
EMP_4207,53.0,M,11.0,Finance,Paralegal,Travel_Rarely,Med,13335.0,7,0,3.0,2,4,
EMP_1574,50.0,Divorced,19.0,Finance,Customer Service Rep,Travel_Frequently,Arts,22995.0,12,4,2.0,3,4,yes
EMP_5111,51.0,M,18.0,Legal,HR Manager,Non-Travel,Med,11308.0,10,4,4.0,2,4,NO
EMP_9466,58.0,,20.0,Customer Support,Paralegal,Travel_Frequently,Technical Degree,17540.0,3,2,4.0,2,4,N
EMP_5518,52.0,S,4.0,Human Resources,Legal Counsel,Travel_Rarely,Marketing,16185.0,1,0,4.0,2,1,no
EMP_6112,39.0,single ,18.0,Human Resources,Legal Counsel,Travel_Frequently,Life Sciences,14084.0,18,10,3.0,3,4,YES
EMP_4598,,M,17.0,Customer Support,Accountant,Non-Travel,MBA,12523.0,20,6,4.0,4,4,YES
EMP_5566,48.0, Married ,16.0,Finance,Legal Counsel,Travel_Frequently,MBA,N/A,19,1,4.0,1,3,NO
EMP_5085,52.0,S,14.0,Research & Development,Accountant,Travel_Rarely,MBA,9973.0,11,0,2.0,2,1,N
EMP_5376,49.0,Single,10.0,Legal,Software Engineer,Travel_Frequently,Med,14711.0,2,1,4.0,4,4,YES
EMP_8259,41.0,married,1.0,Marketing,Lab Technician,Travel_Frequently,Medical,13611.0,18,10,1.0,1,4,YES
EMP_4918,35.0,Divorced,2.0,Operations,Finance Analyst,Non-Travel,Technical Degree,3934.0,6,3,4.0,4,2,Y
EMP_5242,33.0,married,18.0,Sales,Customer Service Rep,Non-Travel,Medical,10620.0,10,9,1.0,3,2,N
EMP_9209,53.0,,17.0,Marketing,Sales Representative,Travel_Rarely,MBA,4231.0,4,0,4.0,4,2,No
EMP_7030,26.0,M,17.0,Legal,Manufacturing Director,Non-Travel,MBA,13530.0,9,0,3.0,2,2,no
EMP_7432,56.0,Married,25.0,Customer Support,Support Specialist,Non-Travel,Life Sci,15534.0,20,0,2.0,2,2,
EMP_9338,43.0,married,15.0,Customer Support,IT Manager,Non-Travel,Med,13764.0,4,1,1.0,1,3,YES
EMP_6799,23.0,M,25.0,Research & Development,IT Manager,Non-Travel,Life Sci,20798.0,6,6,4.0,3,4,YES
EMP_2306,47.0,M,10.0,Finance,Research Scientist,Travel_Rarely,Other,22959.0,4,1,4.0,2,2,No
EMP_3922,49.0,,2.0,Research & Development,Marketing Executive,Travel_Rarely,Life Sci,18664.0,19,10,1.0,1,1,NO
EMP_4781,39.0,married,9.0,IT,Supply Chain Manager,Travel_Rarely,Life Sci,22473.0,5,2,3.0,3,3,Y
EMP_4201,37.0,married,,Manufacturing,HR Manager,Travel_Frequently,Technical Degree,21332.0,2,1,3.0,4,4,NO
EMP_8146,50.0,S,2.0,Legal,Accountant,Non-Travel,Life Sciences,10624.0,16,8,3.0,2,1,N
EMP_3298,56.0,D,11.0,Marketing,Recruiter,Non-Travel,Life Sciences,6836.0,12,1,2.0,4,3,YES
EMP_2605,42.0,Divorced,17.0,Marketing,Production Technician,Non-Travel,Medical,22083.0,7,5,4.0,1,4,yes
EMP_5769,,Single,5.0,Customer Support,Finance Analyst,Travel_Rarely,Life Sci,11764.0,7,7,1.0,4,2,No
EMP_3574,23.0, Married ,16.0,Research & Development,Marketing Manager,Travel_Rarely,Med,23274.0,4,2,3.0,1,3,N
EMP_1857,49.0,Single,26.0,Manufacturing,Software Engineer,Travel_Frequently,Technical Degree,3034.0,2,2,1.0,1,4,No
EMP_5612,43.0,single ,7.0,Manufacturing,Manufacturing Director,Non-Travel,Life Sci,9225.0,14,8,3.0,4,2,Yes
EMP_7487,31.0,,6.0,Finance,Legal Counsel,Travel_Rarely,Marketing,,7,3,1.0,2,2,No
EMP_2307,26.0,Married,15.0,Operations,Research Scientist,Non-Travel,Arts,24434.0,15,9,2.0,2,3,NO
EMP_7146,49.0,M,24.0,Manufacturing,Lab Technician,Non-Travel,Med,19053.0,15,6,2.0,2,4,Yes
EMP_4509,36.0,M,6.0,Human Resources,HR Manager,Non-Travel,Life Sciences,22188.0,4,2,4.0,3,3,N
EMP_8950,34.0,Married,23.0,IT,IT Manager,Travel_Frequently,Med,14846.0,13,7,4.0,2,1,N
EMP_7147,44.0,D,3.0,Human Resources,Customer Service Rep,Travel_Rarely,Life Sci,7892.0,9,0,3.0,2,1,YES
EMP_7497,45.0,M,18.0,Manufacturing,HR Manager,Non-Travel,Technical Degree,12776.0,7,4,3.0,3,1,no
EMP_7628,23.0,M,21.0,Sales,Customer Service Rep,Travel_Rarely,Technical Degree,19297.0,10,4,4.0,3,2,
EMP_8673,46.0,,24.0,Human Resources,Accountant,Travel_Rarely,Life Sci,10619.0,-1,4,4.0,2,2,Yes
EMP_2305,53.0,M,5.0,IT,Marketing Manager,Travel_Rarely,Med,8851.0,18,7,1.0,2,2,N
EMP_1206,42.0,D,5.0,Operations,Paralegal,Travel_Rarely,MBA,3927.0,17,3,3.0,3,1,yes
EMP_5276,TBD,D,19.0,Legal,Recruiter,Non-Travel,MBA,18875.0,14,6,1.0,1,3,Y
EMP_2024,58.0,S,1.0,Finance,IT Manager,Non-Travel,Other,15904.0,14,0,2.0,2,4,N
EMP_4484,37.0,Divorced,7.0,Manufacturing,Customer Service Rep,Travel_Frequently,Other,9214.0,5,5,4.0,3,1,yes
EMP_9721,27.0,D,24.0,Operations,Research Scientist,Travel_Frequently,Med,18919.0,5,3,4.0,1,4,Yes
EMP_7832,60.0,Divorced,3.0,IT,Accountant,Travel_Rarely,Life Sciences,8216.0,15,5,2.0,3,2,no
EMP_5496,46.0,,25.0,Legal,Recruiter,Non-Travel,Arts,14118.0,17,8,2.0,2,1,YES
EMP_4517,45.0,married,30.0,Finance,Accountant,Travel_Rarely,Life Sci,17258.0,6,0,4.0,4,1,
EMP_9153,31.0,Married,20.0,IT,Support Specialist,Travel_Frequently,Arts,22088.0,15,1,4.0,3,1,NO
EMP_1550,22.0,Divorced,19.0,Legal,Sales Executive,Non-Travel,MBA,3900.0,15,1,4.0,1,1,no
EMP_8608,56.0,S,20.0,Manufacturing,Sales Executive,Travel_Rarely,MBA,23450.0,2,1,1.0,2,2,yes
EMP_1378,45.0,Married,18.0,Manufacturing,Marketing Executive,Travel_Rarely,Arts,3653.0,19,4,2.0,1,4,NO
EMP_2621,150.0,Divorced,9.0,Sales,Marketing Executive,Travel_Frequently,Med,21420.0,19,0,,1,4,NO
EMP_1787,27.0,Married,6.0,Customer Support,HR Manager,Non-Travel,Marketing,6609.0,4,4,4.0,2,2,no
EMP_8883,46.0,Single,26.0,Manufacturing,Manufacturing Director,Travel_Frequently,Arts,11636.0,16,8,2.0,3,2,
EMP_5646,37.0, Married ,25.0,Manufacturing,HR Manager,Non-Travel,Med,9567.0,16,5,1.0,1,3,YES
EMP_6168,35.0,M,22.0,Legal,Paralegal,Travel_Frequently,Medical,18958.0,20,1,1.0,3,1,
EMP_3023,38.0,Divorced,12.0,IT,Marketing Manager,Travel_Rarely,Medical,3557.0,8,2,2.0,3,2,N
EMP_5463,37.0,S,8.0,Research & Development,Recruiter,Travel_Rarely,Life Sci,3323.0,2,0,1.0,2,2,YES
EMP_8369,55.0,,9.0,Customer Support,IT Manager,Travel_Frequently,Life Sciences,8890.0,16,2,1.0,4,3,no
EMP_7619,53.0,Divorced,20.0,Research & Development,HR Manager,Travel_Frequently,Med,16711.0,18,5,3.0,1,1,Y
EMP_8975,25.0,,26.0,Operations,Support Specialist,Travel_Rarely,Technical Degree,5210.0,1,1,2.0,3,3,yes
EMP_4630,49.0,single ,2.0,Sales,Accountant,Travel_Rarely,Marketing,11132.0,4,3,1.0,1,4,YES
EMP_4555,46.0, Married ,25.0,Customer Support,Paralegal,Travel_Frequently,Technical Degree,16174.0,5,3,1.0,2,3,no
EMP_3827,44.0,married,13.0,Sales,Lab Technician,Non-Travel,Life Sciences,16017.0,6,4,3.0,3,1,no
EMP_4211,43.0,,26.0,IT,Sales Executive,Non-Travel,Life Sci,17324.0,13,4,2.0,1,4,YES
EMP_5922,36.0,single ,15.0,Customer Support,Supply Chain Manager,Non-Travel,Arts,14678.0,6,2,4.0,2,4,Yes
EMP_6946,44.0,,7.0,Finance,Customer Service Rep,Travel_Frequently,Med,7934.0,7,4,1.0,3,2,YES
EMP_6870,, Married ,5.0,IT,Recruiter,Travel_Frequently,Life Sciences,3030.0,20,8,4.0,1,3,N
EMP_7930,22.0,married,29.0,Legal,HR Manager,Non-Travel,Marketing,20757.0,14,1,3.0,4,3,yes
EMP_7734,47.0,married,27.0,Customer Support,Sales Executive,Non-Travel,Life Sciences,21020.0,7,4,4.0,4,4,No
EMP_2075,55.0,married,26.0,Customer Support,Sales Representative,Travel_Frequently,Medical,15066.0,5,2,2.0,2,1,N
EMP_8788,24.0,single ,13.0,Human Resources,Accountant,Travel_Frequently,Other,4480.0,18,3,1.0,1,4,
EMP_4244,39.0,D,3.0,Marketing,Supply Chain Manager,Travel_Rarely,Life Sciences,15483.0,12,6,4.0,3,4,No
EMP_8411,43.0,married,5.0,Finance,Manufacturing Director,Travel_Frequently,MBA,24564.0,20,5,4.0,2,2,Yes
EMP_4501,40.0,single ,6.0,Marketing,Manufacturing Director,Travel_Rarely,Medical,23395.0,15,6,1.0,4,2,
EMP_1613,24.0,Single,27.0,IT,Customer Service Rep,Travel_Rarely,Medical,16008.0,16,2,3.0,3,3,N
EMP_7790,47.0,Single,7.0,Legal,Manufacturing Director,Travel_Frequently,Med,17976.0,7,5,1.0,2,4,Yes
EMP_9909,57.0,Divorced,25.0,Sales,IT Manager,Non-Travel,Arts,6967.0,2,0,3.0,1,4,
EMP_1034,41.0,Married,18.0,Manufacturing,Production Technician,Travel_Frequently,Life Sciences,21411.0,15,5,4.0,1,4,No
EMP_4139,33.0,Married,28.0,Sales,Customer Service Rep,Travel_Rarely,Life Sci,4024.0,7,1,4.0,4,3,Yes
EMP_3636,25.0,Married,15.0,Operations,Marketing Manager,Non-Travel,Life Sci,21937.0,15,5,2.0,4,4,N
EMP_6483,46.0,single ,19.0,Research & Development,Finance Analyst,Travel_Rarely,Arts,4043.0,16,1,3.0,4,4,N
EMP_2527,39.0,Divorced,12.0,Legal,Marketing Manager,Travel_Frequently,Technical Degree,3848.0,6,5,3.0,3,3,Active
EMP_6985,50.0,Single,19.0,IT,Support Specialist,Travel_Frequently,Life Sciences,6605.0,6,5,2.0,3,3,
EMP_5465,26.0, Married ,19.0,Human Resources,Recruiter,Travel_Frequently,MBA,13872.0,3,0,1.0,2,1,Y
EMP_8910,39.0,D,3.0,IT,HR Manager,Travel_Frequently,Marketing,19459.0,1,0,3.0,2,3,
EMP_7985,48.0,Married,28.0,Sales,Finance Analyst,Non-Travel,Medical,7722.0,2,1,4.0,1,4,YES
EMP_7477,38.0,,1.0,Research & Development,Software Engineer,Travel_Frequently,Other,23402.0,19,1,2.0,3,4,N
EMP_5902,60.0,M,23.0,Marketing,Sales Executive,Travel_Rarely,Technical Degree,11161.0,7,3,2.0,4,2,yes
EMP_2817,42.0,D,2.0,Finance,HR Manager,Travel_Frequently,Life Sci,3718.0,5,4,2.0,1,3,YES
EMP_8486,,Divorced,8.0,Marketing,Finance Analyst,Travel_Frequently,Life Sci,13310.0,14,6,3.0,2,4,NO
EMP_1340,29.0,married,28.0,Manufacturing,Marketing Manager,Travel_Rarely,MBA,6551.0,17,1,1.0,2,2,yes
EMP_1843,25.0,S,14.0,Legal,Lab Technician,Non-Travel,Life Sci,4662.0,8,8,1.0,2,3,yes
EMP_8010,57.0,Married,11.0,Sales,Supply Chain Manager,Non-Travel,MBA,14876.0,13,5,4.0,2,3,Y
EMP_7754,30.0,,14.0,Legal,IT Manager,Travel_Rarely,Arts,22576.0,6,5,4.0,1,2,
EMP_5067,34.0,single ,5.0,Finance,Lab Technician,Travel_Frequently,Other,4792.0,6,0,4.0,4,4,N
EMP_3435,26.0,S,16.0,IT,Finance Analyst,Travel_Rarely,Life Sciences,24804.0,12,10,4.0,1,2,No
EMP_1570,37.0,single ,,Legal,IT Manager,Non-Travel,Marketing,14396.0,1,1,1.0,4,4,No
EMP_7755,22.0,single ,2.0,Finance,Support Specialist,Travel_Rarely,Med,12627.0,2,0,3.0,4,2,YES
EMP_8252,43.0,single ,8.0,Legal,Production Technician,Non-Travel,Technical Degree,10184.0,8,4,4.0,4,2,yes
EMP_4320,29.0,Divorced,1.0,Customer Support,Operations Manager,Non-Travel,Medical,8338.0,3,2,1.0,3,3,
EMP_4871,30.0,D,3.0,Research & Development,Production Technician,Travel_Rarely,Med,8691.0,19,8,2.0,3,2,no
EMP_4662,42.0,Single,9.0,Finance,Marketing Manager,Travel_Rarely,Medical,11335.0,20,2,3.0,2,3,NO
EMP_6628,29.0,Single,5.0,Human Resources,Software Engineer,Travel_Frequently,Med,13809.0,12,9,2.0,3,1,Y
EMP_6092,43.0, Married ,28.0,Finance,Finance Analyst,Non-Travel,Med,23996.0,5,4,4.0,3,1,YES
EMP_4846,60.0,M,1.0,Operations,Sales Representative,Travel_Rarely,MBA,19703.0,9,6,1.0,3,3,N
EMP_3941,41.0,married,22.0,Customer Support,Accountant,Non-Travel,Med,16654.0,13,5,1.0,2,4,Y
EMP_9597,43.0,S,19.0,IT/IS,Sales Representative,Travel_Rarely,Arts,17653.0,7,6,4.0,4,4,No
EMP_1225,59.0,single ,2.0,Operations,Recruiter,Travel_Rarely,Technical Degree,23596.0,3,3,,2,1,YES
EMP_4661,39.0, Married ,20.0,Legal,Accountant,Travel_Frequently,Other,3940.0,10,8,4.0,2,3,NO
EMP_7325,55.0,Married,2.0,Finance,Exec,Travel_Frequently,Life Sciences,13022.0,1,0,3.0,1,1,No
EMP_8463,47.0,S,19.0,Marketing,TBD,Non-Travel,Technical Degree,4947.0,8,6,1.0,2,4,No
EMP_7860,28.0,married,23.0,Research & Development,Accountant,Travel_Rarely,Marketing,11304.0,19,0,2.0,2,1,no
EMP_8347,28.0,married,3.0,Research & Development,Paralegal,Travel_Rarely,Med,7154.0,5,3,3.0,3,1,Y
EMP_4706,37.0,married,17.0,IT,Supply Chain Manager,Non-Travel,Other,12504.0,9,3,4.0,1,4,N
EMP_8738,51.0,Divorced,14.0,Marketing,IT Manager,Travel_Frequently,Life Sciences,9924.0,20,8,3.0,3,4,No
EMP_1225,30.0,Single,12.0,Manufacturing,Recruiter,Non-Travel,MBA,21650.0,1,1,2.0,3,4,YES
EMP_9671,46.0,,13.0,Finance,Paralegal,Non-Travel,Arts,9350.0,3,3,3.0,2,4,No
EMP_9908,150.0,Married,13.0,Research & Development,Sales Executive,Non-Travel,Life Sciences,3637.0,11,3,1.0,4,4,
EMP_4852,48.0,,25.0,IT,Manager,Travel_Frequently,Medical,22965.0,11,4,4.0,4,3,
EMP_9698,24.0,single ,15.0,Customer Support,Marketing Executive,Non-Travel,Technical Degree,20292.0,7,4,4.0,3,3,N
EMP_8843,57.0,Single,16.0,Sales,Accountant,Travel_Frequently,Life Sciences,15906.0,14,8,1.0,4,4,YES
EMP_3235,25.0,M,23.0,Legal,Manufacturing Director,Travel_Frequently,Life Sci,50000.0,19,9,2.0,3,1,Y
EMP_6183,33.0, Married ,5.0,IT,Legal Counsel,Travel_Rarely,Medical,17995.0,3,0,1.0,3,1,no
EMP_6957,36.0,Divorced,19.0,Customer Support,Recruiter,Non-Travel,Technical Degree,6310.0,7,3,2.0,2,2,YES
EMP_5617,29.0, Married ,16.0,Research & Development,Paralegal,Travel_Frequently,Medical,8556.0,4,1,1.0,3,1,Yes
EMP_3573,25.0,,22.0,Customer Support,Customer Service Rep,Travel_Rarely,Medical,19930.0,16,7,1.0,3,1,no
EMP_1023,44.0,D,5.0,Operations,Analyst ,Non-Travel,Life Sciences,11653.0,18,9,2.0,1,4,No
EMP_9708,34.0,single ,15.0,IT,Supply Chain Manager,Travel_Frequently,MBA,12271.0,18,1,1.0,1,3,yes
EMP_8237,51.0, Married ,29.0,Legal,Legal Counsel,Travel_Rarely,Life Sci,12425.0,18,2,1.0,3,4,YES
EMP_3681,29.0,married,30.0,Sales,Software Engineer,Travel_Rarely,Arts,13422.0,11,0,1.0,1,3,No
EMP_1705,35.0, Married ,25.0,Marketing,Legal Counsel,Non-Travel,Life Sciences,3596.0,16,10,1.0,4,4,YES
EMP_8950,34.0,D,15.0,Legal,Marketing Manager,Travel_Rarely,Life Sciences,23235.0,16,3,4.0,1,4,yes
EMP_8557,37.0,Divorced,26.0,Human Resources,Research Scientist,Non-Travel,Life Sciences,13135.0,11,3,2.0,1,2,No
EMP_7463,39.0,single ,26.0,Research & Development,Sales Representative,Travel_Frequently,Med,4235.0,3,2,2.0,1,3,
EMP_2249,54.0,M,8.0,Research & Development,Recruiter,Non-Travel,Marketing,14177.0,20,2,3.0,4,4,
EMP_4093,37.0,S,9.0,Operations,Research Scientist,Non-Travel,Life Sci,20291.0,9,8,3.0,2,4,NO
EMP_4302,58.0,S,11.0,IT,Paralegal,Travel_Frequently,Life Sci,6834.0,4,3,4.0,2,2,Yes
EMP_9972,Unknown,single ,7.0,Operations,Production Technician,Travel_Frequently,Life Sciences,22758.0,8,5,4.0,3,3,N
EMP_1129,28.0,D,21.0,Marketing,Production Technician,Travel_Frequently,Life Sciences,13975.0,2,2,1.0,3,2,NO
EMP_3501,33.0,,12.0,Manufacturing,IT Manager,Non-Travel,Medical,17861.0,3,3,4.0,2,4,NO
EMP_8922,25.0,Married,9.0,Human Resources,Sales Executive,Travel_Rarely,Medical,9973.0,19,5,3.0,1,1,No
EMP_5828,22.0,S,15.0,Research & Development,Supply Chain Manager,Travel_Rarely,Arts,6628.0,20,7,1.0,1,4,N
EMP_7899,51.0,,19.0,Sales,Production Technician,Travel_Rarely,Arts,18547.0,2,0,1.0,3,4,N
EMP_2684,56.0,Divorced,6.0,Research & Development,Sales Representative,Travel_Frequently,MBA,19850.0,11,10,4.0,3,3,Yes
EMP_3882,32.0,single ,17.0,Customer Support,Accountant,Travel_Frequently,Marketing,5188.0,8,1,1.0,2,1,no
EMP_2740,22.0,S,13.0,Manufacturing,Accountant,Travel_Rarely,Medical,23945.0,4,4,3.0,3,3,yes
EMP_5180,27.0,S,12.0,Marketing,Sales Representative,Travel_Rarely,MBA,16236.0,1,0,2.0,3,3,Resigned
EMP_9978,34.0,M,20.0,Operations,Manufacturing Director,Travel_Rarely,MBA,8087.0,20,5,4.0,1,3,no
EMP_3197,34.0,single ,17.0,IT,HR Manager,Non-Travel,Life Sci,23781.0,20,1,4.0,4,4,
EMP_1388,999.0,married,21.0,Finance,Sales Representative,Non-Travel,Technical Degree,4297.0,17,6,3.0,1,2,no
EMP_7974,42.0,D,11.0,Human Resources,Manufacturing Director,Travel_Frequently,Other,18745.0,2,2,2.0,3,4,Y
EMP_1384,48.0,Married,16.0,Finance,Support Specialist,Non-Travel,Technical Degree,23181.0,9,0,4.0,2,4,no
EMP_2570,42.0,D,28.0,Legal,Lab Technician,Non-Travel,Life Sciences,13361.0,10,4,3.0,2,3,NO
EMP_2463,38.0,S,1.0,Sales,Recruiter,Non-Travel,Technical Degree,7005.0,3,3,4.0,1,1,No
EMP_4802,50.0, Married ,18.0,Customer Support,Production Technician,Non-Travel,Technical Degree,20026.0,5,1,2.0,3,2,yes
EMP_9789,40.0,Single,19.0,Sales,Manufacturing Director,Non-Travel,Technical Degree,23144.0,7,1,4.0,1,3,No
EMP_5286,22.0,M,5.0,Customer Support,Paralegal,Travel_Frequently,Med,20481.0,12,0,1.0,2,3,no
EMP_7420,23.0,Divorced,23.0,Marketing,Accountant,Travel_Frequently,Life Sciences,3382.0,1,1,1.0,1,3,Y
EMP_3634,57.0,Divorced,15.0,IT,Recruiter,Travel_Frequently,Other,9285.0,7,4,4.0,2,4,yes
EMP_4928,22.0, Married ,25.0,Marketing,Legal Counsel,Travel_Frequently,Medical,7601.0,12,7,3.0,1,2,NO
EMP_6757,51.0,,22.0,Legal,Supply Chain Manager,Travel_Rarely,Life Sciences,13491.0,1,0,4.0,1,1,No
EMP_4385,23.0,Single,25.0,Operations,Sales Executive,Travel_Rarely,Technical Degree,9625.0,5,2,1.0,1,3,YES
EMP_1839,25.0,,8.0,Marketing,Paralegal,Non-Travel,Med,,18,5,1.0,1,2,Yes
EMP_6472,43.0,,23.0,Legal,Lab Technician,Non-Travel,Life Sciences,12476.0,2,0,4.0,1,4,yes
EMP_9864,60.0,D,28.0,IT,Accountant,Travel_Frequently,MBA,19753.0,8,0,4.0,2,3,no
EMP_2902,43.0,Married,28.0,Human Resources,IT Manager,Non-Travel,Life Sciences,22122.0,16,3,4.0,4,4,NO
EMP_2574,52.0,S,2.0,Human Resources,Customer Service Rep,Non-Travel,Marketing,14190.0,14,4,4.0,4,1,NO
EMP_9024,29.0,Married,16.0,Research & Development,Legal Counsel,Travel_Frequently,Technical Degree,14538.0,20,9,2.0,3,3,yes
EMP_3879,34.0,single ,30.0,Customer Support,Sales Executive,Travel_Frequently,Marketing,7385.0,5,0,4.0,4,3,no
EMP_8689,59.0,single ,4.0,Finance,Sales Executive,Non-Travel,Arts,17998.0,10,1,1.0,1,1,Yes
EMP_2418,37.0,single ,23.0,Finance,Lab Technician,Non-Travel,Med,20403.0,5,3,3.0,2,2,no
EMP_4482,42.0,,19.0,Marketing,Accountant,Non-Travel,Other,6826.0,1,1,,3,4,
EMP_4444,46.0,Married,11.0,Human Resources,Paralegal,Travel_Rarely,Technical Degree,14674.0,19,9,2.0,1,3,yes
EMP_3485,49.0,Married,1.0,Operations,Sales Executive,Non-Travel,MBA,11704.0,15,8,3.0,3,1,Y
EMP_6592,39.0,,25.0,IT,Supply Chain Manager,Travel_Rarely,Technical Degree,12484.0,14,5,4.0,4,4,yes
EMP_9985,52.0,single ,19.0,Operations,Production Technician,Non-Travel,Arts,17534.0,17,0,4.0,4,4,yes
EMP_2882,27.0, Married ,18.0,Finance,Production Technician,Travel_Frequently,Med,4292.0,5,0,2.0,3,2,No
EMP_6675,52.0,Divorced,25.0,Marketing,Finance Analyst,Travel_Rarely,Med,21115.0,17,0,2.0,2,2,N
EMP_3111,47.0, Married ,21.0,Operations,Research Scientist,Travel_Frequently,MBA,20186.0,11,6,3.0,1,2,Y
EMP_1034,38.0,,24.0,Research & Development,IT Manager,Travel_Rarely,Med,5524.0,3,2,2.0,1,4,no
EMP_7148,49.0,D,5.0,IT,Operations Manager,Travel_Rarely,Arts,9066.0,1,0,3.0,3,4,N
EMP_2299,35.0,Married,4.0,Finance,Legal Counsel,Travel_Frequently,Med,5146.0,10,2,2.0,1,3,
EMP_3453,60.0,Married,13.0,Operations,Legal Counsel,Travel_Rarely,Medical,21752.0,12,8,2.0,3,3,NO
EMP_7563,35.0,S,7.0,Customer Support,Recruiter,Travel_Frequently,Marketing,23702.0,12,10,1.0,2,3,No
EMP_9019,58.0,married,15.0,Customer Support,Supply Chain Manager,Travel_Rarely,Arts,14902.0,10,2,3.0,2,2,N
EMP_1981,55.0,married,14.0,Operations,Finance Analyst,Non-Travel,Medical,20987.0,13,3,2.0,2,1,no
EMP_9837,,Divorced,19.0,Legal,Customer Service Rep,Travel_Rarely,Other,7611.0,5,0,4.0,3,1,yes
EMP_8220,55.0,D,23.0,Research & Development,Research Scientist,Travel_Rarely,Technical Degree,19953.0,6,2,2.0,1,1,Yes
EMP_4865,51.0,D,4.0,Customer Support,HR Manager,Travel_Rarely,Other,11267.0,2,0,3.0,1,3,True
EMP_8092,29.0,S,19.0,Customer Support,Accountant,Travel_Rarely,Life Sciences,17384.0,12,2,1.0,1,1,N
EMP_8525,49.0,,9.0,IT,Accountant,Non-Travel,MBA,15727.0,11,2,4.0,1,4,Y
EMP_4650,45.0,D,16.0,Sales,Finance Analyst,Travel_Rarely,Life Sciences,6614.0,11,6,3.0,2,3,
EMP_1234,28.0,married,14.0,Marketing,Research Scientist,Non-Travel,Life Sci,3839.0,3,1,3.0,1,2,N
EMP_2694,34.0,M,15.0,Research & Development,Manufacturing Director,Non-Travel,Life Sciences,20942.0,9,4,1.0,4,4,NO
EMP_5888,-5.0,D,27.0,Manufacturing,Legal Counsel,Travel_Frequently,MBA,11713.0,11,3,4.0,2,3,NO
EMP_5570,36.0,single ,21.0,Operations,Production Technician,Travel_Frequently,Marketing,10733.0,15,7,4.0,4,2,NO
EMP_1836,27.0,M,27.0,Finance,Software Engineer,Non-Travel,Marketing,7293.0,12,8,4.0,3,3,NO
EMP_7706,55.0,married,17.0,Legal,Operations Manager,Travel_Rarely,Marketing,6923.0,2,2,1.0,1,1,yes
EMP_3964,47.0, Married ,30.0,Customer Support,Lab Technician,Travel_Rarely,Arts,4087.0,7,5,3.0,1,1,no
EMP_7250,51.0,single ,5.0,Research & Development,Software Engineer,Travel_Frequently,Marketing,5306.0,11,4,1.0,4,3,no
EMP_3646,40.0, Married ,20.0,Sales,Paralegal,Non-Travel,Life Sciences,24468.0,13,0,2.0,1,1,
EMP_9252,41.0,S,20.0,Marketing,Software Engineer,Travel_Rarely,Arts,14875.0,9,9,2.0,4,4,NO
EMP_1841,60.0,,16.0,Operations,Finance Analyst,Travel_Rarely,Life Sci,11700.0,19,9,2.0,2,2,Yes
EMP_3669,59.0,,6.0,Customer Support,Customer Service Rep,Travel_Frequently,Life Sci,21972.0,3,3,3.0,1,3,Yes
EMP_6121,55.0,,26.0,Manufacturing,Lab Technician,Non-Travel,Technical Degree,16993.0,9,6,4.0,3,4,No
EMP_8491,39.0,married,25.0,Operations,Software Engineer,Travel_Rarely,Medical,15442.0,11,7,1.0,3,4,
EMP_3171,57.0,,26.0,Marketing,Sales Executive,Travel_Rarely,Other,3558.0,17,10,3.0,4,2,Yes
EMP_4695,53.0,married,16.0,Operations,Recruiter,Travel_Rarely,Med,8842.0,1,1,3.0,1,4,yes
EMP_9143,42.0,married,23.0,Finance,Software Engineer,Travel_Frequently,Technical Degree,4036.0,9,6,1.0,3,2,No
EMP_4943,30.0,,13.0,Finance,Marketing Executive,Non-Travel,Marketing,21255.0,19,7,,4,1,
EMP_1774,55.0,Single,23.0,Manufacturing,HR Manager,Non-Travel,MBA,5820.0,11,4,3.0,2,4,N
EMP_5813,31.0,M,29.0,Marketing,Supply Chain Manager,Non-Travel,Medical,24503.0,18,2,3.0,2,1,No
EMP_2004,43.0,Married,2.0,Legal,Lab Technician,Non-Travel,Marketing,22287.0,5,0,2.0,3,1,yes
EMP_5178,42.0,M,3.0,Research & Development,Exec,Non-Travel,Medical,20896.0,7,5,1.0,3,1,N
EMP_1868,60.0,D,3.0,Marketing,Paralegal,Non-Travel,Medical,17385.0,10,2,2.0,1,1,
